coupon_date,coupon_usd
2021-07-15,1990.291262135922
2022-01-15,1990.291262135922
2022-07-15,1990.291262135922
2023-01-15,1990.291262135922
2023-07-15,1990.291262135922
2024-01-15,1990.291262135922
2024-07-15,1990.291262135922
2025-01-15,1990.291262135922
2025-07-15,1990.291262135922
2026-01-15,1990.291262135922
