Tanggal,Price,Trend_Indicator
2019-04-30,5599.5,1.0
2019-05-01,5629.6,1.0
2019-05-02,5723.8,1.0
2019-05-03,6016.0,1.0
2019-05-04,6098.3,1.0
2019-05-05,6042.0,1.0
2019-05-06,6027.9,1.0
2019-05-07,6087.9,1.0
2019-05-08,6201.0,1.0
2019-05-09,6258.4,1.0
2019-05-10,6438.7,1.0
2019-05-11,7136.4,1.0
2019-05-12,6979.9,1.0
2019-05-13,7753.2,1.0
2019-05-14,7958.3,1.0
2019-05-15,8132.9,1.0
2019-05-16,7857.0,1.0
2019-05-17,7415.4,1.0
2019-05-18,7260.0,1.0
2019-05-19,8189.5,1.0
2019-05-20,7985.0,1.0
2019-05-21,7937.0,1.0
2019-05-22,7621.1,1.0
2019-05-23,7872.4,1.0
2019-05-24,7994.9,1.0
2019-05-25,8054.9,1.0
2019-05-26,8729.9,1.0
2019-05-27,8806.0,1.0
2019-05-28,8740.9,1.0
2019-05-29,8680.9,1.0
2019-05-30,8269.9,1.0
2019-05-31,8533.3,1.0
2019-06-01,8547.0,1.0
2019-06-02,8740.0,1.0
2019-06-03,8103.4,1.0
2019-06-04,7692.8,0.5
2019-06-05,7789.3,0.5
2019-06-06,7805.6,0.5
2019-06-07,7991.5,0.5
2019-06-08,7924.6,0.5
2019-06-09,7639.2,0.5
2019-06-10,8013.7,0.5
2019-06-11,7904.1,0.5
2019-06-12,8175.4,1.0
2019-06-13,8227.4,1.0
2019-06-14,8689.1,1.0
2019-06-15,8856.0,1.0
2019-06-16,8986.0,1.0
2019-06-17,9356.0,1.0
2019-06-18,9095.9,1.0
2019-06-19,9305.9,1.0
2019-06-20,9557.1,1.0
2019-06-21,10236.0,1.0
2019-06-22,10747.9,1.0
2019-06-23,10916.0,1.0
2019-06-24,11053.0,1.0
2019-06-25,11751.0,1.0
2019-06-26,12876.0,1.0
2019-06-27,11200.0,1.0
2019-06-28,12349.0,1.0
2019-06-29,11921.0,1.0
2019-06-30,10745.0,1.0
2019-07-01,10639.0,1.0
2019-07-02,10866.0,1.0
2019-07-03,11984.0,1.0
2019-07-04,11169.0,1.0
2019-07-05,10998.0,1.0
2019-07-06,11283.0,1.0
2019-07-07,11486.0,1.0
2019-07-08,12301.0,1.0
2019-07-09,12553.0,1.0
2019-07-10,12093.0,1.0
2019-07-11,11340.0,1.0
2019-07-12,11765.0,1.0
2019-07-13,11312.0,1.0
2019-07-14,10206.8,0.5
2019-07-15,10820.0,0.5
2019-07-16,9410.0,0.0
2019-07-17,9683.2,0.0
2019-07-18,10622.0,0.0
2019-07-19,10519.0,0.0
2019-07-20,10740.0,0.0
2019-07-21,10569.4,0.0
2019-07-22,10329.0,0.0
2019-07-23,9854.9,0.0
2019-07-24,9771.0,0.0
2019-07-25,9890.1,0.0
2019-07-26,9842.5,0.0
2019-07-27,9465.7,0.0
2019-07-28,9519.0,0.0
2019-07-29,9507.0,0.0
2019-07-30,9589.0,0.0
2019-07-31,10088.0,0.0
2019-08-01,10399.0,0.5
2019-08-02,10519.0,0.5
2019-08-03,10822.0,0.5
2019-08-04,10973.0,1.0
2019-08-05,11808.0,1.0
2019-08-06,11471.2,1.0
2019-08-07,11997.0,1.0
2019-08-08,12060.0,1.0
2019-08-09,11893.0,1.0
2019-08-10,11314.0,1.0
2019-08-11,11586.0,1.0
2019-08-12,11404.0,1.0
2019-08-13,10904.0,1.0
2019-08-14,10067.0,0.5
2019-08-15,10327.0,0.5
2019-08-16,10366.0,0.0
2019-08-17,10228.0,0.0
2019-08-18,10327.0,0.0
2019-08-19,10937.0,0.0
2019-08-20,10793.0,0.0
2019-08-21,10146.0,0.0
2019-08-22,10117.0,0.0
2019-08-23,10408.0,0.0
2019-08-24,10152.0,0.0
2019-08-25,10132.0,0.0
2019-08-26,10377.0,0.0
2019-08-27,10184.0,0.0
2019-08-28,9727.4,-0.5
2019-08-29,9509.0,-0.5
2019-08-30,9601.0,-0.5
2019-08-31,9623.9,-0.5
2019-09-01,9779.1,-0.5
2019-09-02,10388.0,-0.5
2019-09-03,10641.0,0.0
2019-09-04,10590.0,0.0
2019-09-05,10578.7,0.0
2019-09-06,10317.0,0.0
2019-09-07,10488.0,0.5
2019-09-08,10415.0,0.5
2019-09-09,10318.0,0.5
2019-09-10,10122.0,-0.5
2019-09-11,10175.0,-0.5
2019-09-12,10452.0,-0.5
2019-09-13,10374.0,-0.5
2019-09-14,10379.0,0.0
2019-09-15,10322.0,-0.5
2019-09-16,10295.0,-0.5
2019-09-17,10214.1,-1.0
2019-09-18,10185.0,-1.0
2019-09-19,10301.0,-1.0
2019-09-20,10198.0,-1.0
2019-09-21,10013.0,-1.0
2019-09-22,10052.0,-1.0
2019-09-23,9702.6,-1.0
2019-09-24,8547.9,-1.0
2019-09-25,8474.7,-1.0
2019-09-26,8103.6,-1.0
2019-09-27,8213.4,-1.0
2019-09-28,8238.6,-1.0
2019-09-29,8090.0,-1.0
2019-09-30,8331.1,-1.0
2019-10-01,8334.9,-1.0
2019-10-02,8413.4,-1.0
2019-10-03,8257.9,-1.0
2019-10-04,8170.0,-1.0
2019-10-05,8162.5,-1.0
2019-10-06,7883.1,-1.0
2019-10-07,8227.0,-1.0
2019-10-08,8211.2,-1.0
2019-10-09,8607.5,-1.0
2019-10-10,8596.0,-0.5
2019-10-11,8280.0,-1.0
2019-10-12,8318.3,-1.0
2019-10-13,8305.7,-1.0
2019-10-14,8370.0,-1.0
2019-10-15,8191.1,-1.0
2019-10-16,8016.0,-1.0
2019-10-17,8092.3,-1.0
2019-10-18,7987.2,-1.0
2019-10-19,7992.9,-1.0
2019-10-20,8260.6,-1.0
2019-10-21,8243.9,-1.0
2019-10-22,8058.9,-1.0
2019-10-23,7493.7,-1.0
2019-10-24,7453.0,-1.0
2019-10-25,8679.1,-0.5
2019-10-26,9270.9,-0.5
2019-10-27,9571.8,0.0
2019-10-28,9225.7,0.0
2019-10-29,9445.5,0.0
2019-10-30,9184.3,0.0
2019-10-31,9185.6,0.0
2019-11-01,9289.1,0.0
2019-11-02,9332.1,0.0
2019-11-03,9222.4,0.0
2019-11-04,9441.2,0.0
2019-11-05,9333.9,0.5
2019-11-06,9353.0,0.5
2019-11-07,9208.0,0.5
2019-11-08,8782.4,0.0
2019-11-09,8828.0,0.0
2019-11-10,9068.4,0.0
2019-11-11,8737.7,-0.5
2019-11-12,8830.0,-0.5
2019-11-13,8801.1,-0.5
2019-11-14,8655.7,-1.0
2019-11-15,8495.8,-1.0
2019-11-16,8523.5,-1.0
2019-11-17,8537.3,-1.0
2019-11-18,8219.5,-1.0
2019-11-19,8164.9,-1.0
2019-11-20,8126.4,-1.0
2019-11-21,7671.1,-1.0
2019-11-22,7323.0,-1.0
2019-11-23,7352.6,-1.0
2019-11-24,6965.3,-1.0
2019-11-25,7168.0,-1.0
2019-11-26,7198.3,-1.0
2019-11-27,7549.3,-1.0
2019-11-28,7460.8,-1.0
2019-11-29,7796.6,-1.0
2019-11-30,7599.9,-1.0
2019-12-01,7450.1,-1.0
2019-12-02,7350.3,-1.0
2019-12-03,7336.0,-1.0
2019-12-04,7238.2,-1.0
2019-12-05,7440.0,-1.0
2019-12-06,7588.3,-1.0
2019-12-07,7543.2,-1.0
2019-12-08,7564.6,-1.0
2019-12-09,7379.5,-1.0
2019-12-10,7254.6,-1.0
2019-12-11,7230.7,-1.0
2019-12-12,7224.0,-1.0
2019-12-13,7283.2,-1.0
2019-12-14,7100.8,-1.0
2019-12-15,7152.7,-1.0
2019-12-16,6926.8,-1.0
2019-12-17,6667.1,-1.0
2019-12-18,7323.4,-1.0
2019-12-19,7181.8,-1.0
2019-12-20,7212.9,-1.0
2019-12-21,7166.4,-1.0
2019-12-22,7532.0,-0.5
2019-12-23,7347.4,-0.5
2019-12-24,7276.9,-0.5
2019-12-25,7220.1,-0.5
2019-12-26,7232.4,-1.0
2019-12-27,7287.0,-0.5
2019-12-28,7334.4,-0.5
2019-12-29,7417.9,-0.5
2019-12-30,7260.9,-0.5
2019-12-31,7208.3,-1.0
2020-01-01,7212.7,-1.0
2020-01-02,6989.4,-1.0
2020-01-03,7367.5,-1.0
2020-01-04,7369.8,-0.5
2020-01-05,7364.6,-0.5
2020-01-06,7757.9,0.0
2020-01-07,8150.0,0.0
2020-01-08,8036.8,0.0
2020-01-09,7817.5,0.0
2020-01-10,8176.3,0.0
2020-01-11,8013.8,0.0
2020-01-12,8174.7,0.5
2020-01-13,8094.5,0.5
2020-01-14,8775.6,0.5
2020-01-15,8807.7,0.5
2020-01-16,8720.6,0.5
2020-01-17,8875.4,0.5
2020-01-18,8891.5,0.5
2020-01-19,8694.0,0.5
2020-01-20,8638.2,0.5
2020-01-21,8734.1,0.5
2020-01-22,8663.9,0.5
2020-01-23,8403.5,0.5
2020-01-24,8447.1,0.5
2020-01-25,8353.7,0.0
2020-01-26,8621.6,0.5
2020-01-27,8912.0,0.5
2020-01-28,9393.7,0.5
2020-01-29,9304.2,0.5
2020-01-30,9512.7,0.5
2020-01-31,9367.4,0.5
2020-02-01,9410.6,0.5
2020-02-02,9353.1,0.5
2020-02-03,9309.3,1.0
2020-02-04,9197.4,1.0
2020-02-05,9612.0,1.0
2020-02-06,9744.9,1.0
2020-02-07,9805.2,1.0
2020-02-08,9877.2,1.0
2020-02-09,10151.0,1.0
2020-02-10,9850.2,1.0
2020-02-11,10247.0,1.0
2020-02-12,10339.0,1.0
2020-02-13,10222.0,1.0
2020-02-14,10335.0,1.0
2020-02-15,9901.0,1.0
2020-02-16,9929.7,1.0
2020-02-17,9708.0,1.0
2020-02-18,10183.0,1.0
2020-02-19,9592.2,0.5
2020-02-20,9608.1,0.5
2020-02-21,9693.5,0.5
2020-02-22,9662.4,0.5
2020-02-23,9985.0,1.0
2020-02-24,9674.1,0.5
2020-02-25,9327.5,0.5
2020-02-26,8813.2,0.0
2020-02-27,8825.8,0.0
2020-02-28,8728.0,0.0
2020-02-29,8557.3,0.0
2020-03-01,8565.2,0.0
2020-03-02,8938.1,0.0
2020-03-03,8791.1,0.0
2020-03-04,8788.6,0.0
2020-03-05,9090.8,0.0
2020-03-06,9180.6,0.0
2020-03-07,8919.0,0.0
2020-03-08,8074.0,-1.0
2020-03-09,7967.3,-1.0
2020-03-10,7913.8,-1.0
2020-03-11,7969.6,-1.0
2020-03-12,4927.0,-1.0
2020-03-13,5625.4,-1.0
2020-03-14,5218.2,-1.0
2020-03-15,5383.2,-1.0
2020-03-16,5058.5,-1.0
2020-03-17,5345.2,-1.0
2020-03-18,5416.2,-1.0
2020-03-19,6173.4,-1.0
2020-03-20,6205.8,-1.0
2020-03-21,6201.8,-1.0
2020-03-22,5827.0,-1.0
2020-03-23,6491.2,-1.0
2020-03-24,6762.0,-0.5
2020-03-25,6688.2,-0.5
2020-03-26,6750.7,-0.5
2020-03-27,6370.0,-0.5
2020-03-28,6249.3,-1.0
2020-03-29,5892.6,-1.0
2020-03-30,6407.6,-1.0
2020-03-31,6427.7,-1.0
2020-04-01,6675.0,-0.5
2020-04-02,6818.3,-0.5
2020-04-03,6740.8,-0.5
2020-04-04,6881.6,-0.5
2020-04-05,6778.0,-0.5
2020-04-06,7346.0,-0.5
2020-04-07,7203.0,0.0
2020-04-08,7367.0,0.0
2020-04-09,7293.5,0.0
2020-04-10,6875.5,0.0
2020-04-11,6884.5,0.0
2020-04-12,6913.0,0.0
2020-04-13,6848.7,0.0
2020-04-14,6872.4,0.0
2020-04-15,6633.8,-1.0
2020-04-16,7114.9,0.0
2020-04-17,7045.8,0.0
2020-04-18,7269.1,0.0
2020-04-19,7133.3,0.0
2020-04-20,6841.9,0.0
2020-04-21,6850.0,-0.5
2020-04-22,7133.0,0.0
2020-04-23,7495.2,0.0
2020-04-24,7506.8,0.0
2020-04-25,7538.5,0.0
2020-04-26,7697.1,0.0
2020-04-27,7777.7,0.5
2020-04-28,7755.8,0.5
2020-04-29,8773.3,0.5
2020-04-30,8635.3,0.5
2020-05-01,8822.9,0.5
2020-05-02,8982.3,0.5
2020-05-03,8899.8,0.5
2020-05-04,8865.8,0.5
2020-05-05,9020.1,0.5
2020-05-06,9157.9,0.5
2020-05-07,9979.6,0.5
2020-05-08,9792.8,0.5
2020-05-09,9537.9,1.0
2020-05-10,8726.0,1.0
2020-05-11,8555.0,1.0
2020-05-12,8811.4,1.0
2020-05-13,9312.0,1.0
2020-05-14,9791.0,1.0
2020-05-15,9313.3,1.0
2020-05-16,9388.0,1.0
2020-05-17,9668.2,1.0
2020-05-18,9714.8,1.0
2020-05-19,9770.1,1.0
2020-05-20,9502.0,1.0
2020-05-21,9059.5,1.0
2020-05-22,9162.4,0.5
2020-05-23,9174.6,0.5
2020-05-24,8711.5,0.5
2020-05-25,8902.0,0.5
2020-05-26,8845.5,0.5
2020-05-27,9210.3,0.5
2020-05-28,9589.3,1.0
2020-05-29,9426.2,1.0
2020-05-30,9706.4,1.0
2020-05-31,9452.1,1.0
2020-06-01,10221.0,1.0
2020-06-02,9530.0,1.0
2020-06-03,9672.0,1.0
2020-06-04,9790.7,1.0
2020-06-05,9620.5,1.0
2020-06-06,9668.4,1.0
2020-06-07,9746.3,1.0
2020-06-08,9783.2,1.0
2020-06-09,9770.8,1.0
2020-06-10,9898.8,1.0
2020-06-11,9272.2,0.5
2020-06-12,9468.3,0.5
2020-06-13,9480.8,0.5
2020-06-14,9345.4,0.5
2020-06-15,9433.9,0.5
2020-06-16,9534.4,0.5
2020-06-17,9473.3,0.5
2020-06-18,9400.0,0.5
2020-06-19,9315.5,0.5
2020-06-20,9371.3,0.5
2020-06-21,9298.1,0.0
2020-06-22,9697.7,1.0
2020-06-23,9635.1,1.0
2020-06-24,9312.1,0.5
2020-06-25,9257.0,0.0
2020-06-26,9173.1,0.0
2020-06-27,9015.3,0.0
2020-06-28,9127.8,0.0
2020-06-29,9194.4,0.0
2020-06-30,9150.6,0.0
2020-07-01,9239.9,0.0
2020-07-02,9100.0,0.0
2020-07-03,9073.9,0.0
2020-07-04,9147.7,0.0
2020-07-05,9089.7,0.0
2020-07-06,9361.0,0.5
2020-07-07,9267.5,0.0
2020-07-08,9447.0,0.0
2020-07-09,9248.9,0.0
2020-07-10,9305.7,0.0
2020-07-11,9246.3,0.0
2020-07-12,9315.8,0.0
2020-07-13,9252.0,0.0
2020-07-14,9263.4,0.0
2020-07-15,9210.1,-0.5
2020-07-16,9149.9,-0.5
2020-07-17,9167.3,-0.5
2020-07-18,9189.1,-0.5
2020-07-19,9231.2,-0.5
2020-07-20,9179.2,-0.5
2020-07-21,9402.0,0.0
2020-07-22,9557.7,0.5
2020-07-23,9615.0,0.5
2020-07-24,9559.4,0.5
2020-07-25,9714.9,0.5
2020-07-26,9948.1,0.5
2020-07-27,11044.0,1.0
2020-07-28,10932.0,1.0
2020-07-29,11117.0,1.0
2020-07-30,11123.0,1.0
2020-07-31,11350.0,1.0
2020-08-01,11804.7,1.0
2020-08-02,11053.8,1.0
2020-08-03,11226.5,1.0
2020-08-04,11184.0,1.0
2020-08-05,11735.8,1.0
2020-08-06,11759.0,1.0
2020-08-07,11580.0,1.0
2020-08-08,11764.0,1.0
2020-08-09,11675.7,1.0
2020-08-10,11892.0,1.0
2020-08-11,11379.8,1.0
2020-08-12,11591.0,1.0
2020-08-13,11792.5,1.0
2020-08-14,11761.0,1.0
2020-08-15,11873.4,1.0
2020-08-16,11925.0,1.0
2020-08-17,12300.0,1.0
2020-08-18,11961.8,1.0
2020-08-19,11778.0,1.0
2020-08-20,11884.0,1.0
2020-08-21,11531.0,1.0
2020-08-22,11685.0,0.5
2020-08-23,11663.0,0.5
2020-08-24,11768.0,1.0
2020-08-25,11341.0,0.5
2020-08-26,11471.0,0.5
2020-08-27,11343.0,0.5
2020-08-28,11545.0,0.5
2020-08-29,11492.0,0.5
2020-08-30,11729.9,1.0
2020-08-31,11671.0,1.0
2020-09-01,11942.0,1.0
2020-09-02,11408.0,0.5
2020-09-03,10170.0,0.0
2020-09-04,10484.7,0.0
2020-09-05,10197.0,0.0
2020-09-06,10276.0,0.0
2020-09-07,10397.0,0.0
2020-09-08,10149.8,-0.5
2020-09-09,10240.0,-0.5
2020-09-10,10355.0,-0.5
2020-09-11,10405.0,-0.5
2020-09-12,10458.0,-0.5
2020-09-13,10331.0,-0.5
2020-09-14,10686.0,-0.5
2020-09-15,10797.0,-0.5
2020-09-16,10971.3,-0.5
2020-09-17,10959.0,-0.5
2020-09-18,10957.2,-0.5
2020-09-19,11099.0,-0.5
2020-09-20,10934.5,-0.5
2020-09-21,10434.0,-1.0
2020-09-22,10549.0,-1.0
2020-09-23,10263.0,-1.0
2020-09-24,10754.0,-1.0
2020-09-25,10708.0,-1.0
2020-09-26,10750.0,-0.5
2020-09-27,10803.0,-0.5
2020-09-28,10712.0,-0.5
2020-09-29,10856.0,-0.5
2020-09-30,10794.0,-0.5
2020-10-01,10634.0,-1.0
2020-10-02,10586.0,-1.0
2020-10-03,10558.6,-1.0
2020-10-04,10687.0,-1.0
2020-10-05,10807.0,-0.5
2020-10-06,10613.7,-1.0
2020-10-07,10687.0,-1.0
2020-10-08,10943.0,-0.5
2020-10-09,11071.0,0.0
2020-10-10,11308.0,0.5
2020-10-11,11385.0,0.5
2020-10-12,11560.0,0.5
2020-10-13,11442.0,0.5
2020-10-14,11440.0,0.5
2020-10-15,11509.0,0.5
2020-10-16,11325.0,0.5
2020-10-17,11375.0,0.5
2020-10-18,11518.0,0.5
2020-10-19,11757.0,0.5
2020-10-20,11925.0,0.5
2020-10-21,12825.0,0.5
2020-10-22,12988.0,1.0
2020-10-23,12935.0,1.0
2020-10-24,13132.0,1.0
2020-10-25,13037.0,1.0
2020-10-26,13061.0,1.0
2020-10-27,13626.3,1.0
2020-10-28,13272.0,1.0
2020-10-29,13451.0,1.0
2020-10-30,13568.0,1.0
2020-10-31,13788.0,1.0
2020-11-01,13756.0,1.0
2020-11-02,13563.0,1.0
2020-11-03,14025.0,1.0
2020-11-04,14160.0,1.0
2020-11-05,15574.0,1.0
2020-11-06,15571.7,1.0
2020-11-07,14844.1,1.0
2020-11-08,15501.0,1.0
2020-11-09,15329.0,1.0
2020-11-10,15312.0,1.0
2020-11-11,15710.0,1.0
2020-11-12,16294.0,1.0
2020-11-13,16310.0,1.0
2020-11-14,16058.3,1.0
2020-11-15,15962.2,1.0
2020-11-16,16710.0,1.0
2020-11-17,17674.9,1.0
2020-11-18,17773.0,1.0
2020-11-19,17810.0,1.0
2020-11-20,18669.0,1.0
2020-11-21,18660.0,1.0
2020-11-22,18399.0,1.0
2020-11-23,18373.0,1.0
2020-11-24,19134.8,1.0
2020-11-25,18730.0,1.0
2020-11-26,17219.0,1.0
2020-11-27,17169.3,1.0
2020-11-28,17746.0,1.0
2020-11-29,18196.0,1.0
2020-11-30,19686.0,1.0
2020-12-01,18807.0,1.0
2020-12-02,19241.0,1.0
2020-12-03,19447.0,1.0
2020-12-04,18657.0,1.0
2020-12-05,19157.0,1.0
2020-12-06,19410.0,1.0
2020-12-07,19196.0,1.0
2020-12-08,18335.0,1.0
2020-12-09,18560.0,1.0
2020-12-10,18260.0,0.5
2020-12-11,18050.0,0.5
2020-12-12,18810.6,0.5
2020-12-13,19180.0,1.0
2020-12-14,19281.0,1.0
2020-12-15,19459.0,1.0
2020-12-16,21322.0,1.0
2020-12-17,22806.6,1.0
2020-12-18,23127.0,1.0
2020-12-19,23804.0,1.0
2020-12-20,23427.0,1.0
2020-12-21,22701.0,1.0
2020-12-22,23805.0,1.0
2020-12-23,23234.0,1.0
2020-12-24,23735.0,1.0
2020-12-25,24717.0,1.0
2020-12-26,26412.0,1.0
2020-12-27,26241.0,1.0
2020-12-28,27058.0,1.0
2020-12-29,27315.0,1.0
2020-12-30,28880.0,1.0
2020-12-31,28933.0,1.0
2021-01-01,29346.0,1.0
2021-01-02,32185.0,1.0
2021-01-03,32971.0,1.0
2021-01-04,32020.0,1.0
2021-01-05,33996.0,1.0
2021-01-06,36755.0,1.0
2021-01-07,39407.0,1.0
2021-01-08,40509.0,1.0
2021-01-09,40171.0,1.0
2021-01-10,38226.0,1.0
2021-01-11,35476.0,1.0
2021-01-12,34103.0,1.0
2021-01-13,37375.0,1.0
2021-01-14,39170.0,1.0
2021-01-15,36741.0,1.0
2021-01-16,36055.0,1.0
2021-01-17,35903.0,1.0
2021-01-18,36699.0,1.0
2021-01-19,35958.0,1.0
2021-01-20,35521.1,1.0
2021-01-21,30873.0,0.5
2021-01-22,33062.0,0.5
2021-01-23,32099.0,0.5
2021-01-24,32298.0,0.5
2021-01-25,32268.1,0.5
2021-01-26,32519.0,0.5
2021-01-27,30454.0,0.0
2021-01-28,33331.0,0.5
2021-01-29,34280.7,0.5
2021-01-30,34334.0,1.0
2021-01-31,33141.0,0.5
2021-02-01,33559.0,1.0
2021-02-02,35563.0,1.0
2021-02-03,37677.0,1.0
2021-02-04,36975.0,1.0
2021-02-05,38260.0,1.0
2021-02-06,39257.0,1.0
2021-02-07,38841.0,1.0
2021-02-08,46440.0,1.0
2021-02-09,46486.0,1.0
2021-02-10,44835.0,1.0
2021-02-11,47966.0,1.0
2021-02-12,47389.0,1.0
2021-02-13,47177.0,1.0
2021-02-14,48587.0,1.0
2021-02-15,47941.0,1.0
2021-02-16,49225.0,1.0
2021-02-17,52060.0,1.0
2021-02-18,51566.0,1.0
2021-02-19,55847.0,1.0
2021-02-20,55838.0,1.0
2021-02-21,57376.0,1.0
2021-02-22,54078.0,1.0
2021-02-23,48888.0,1.0
2021-02-24,49715.0,1.0
2021-02-25,47144.0,0.5
2021-02-26,46319.0,0.5
2021-02-27,46217.0,0.5
2021-02-28,45300.0,0.5
2021-03-01,49572.0,0.5
2021-03-02,48526.0,0.5
2021-03-03,50425.0,1.0
2021-03-04,48368.0,1.0
2021-03-05,48811.0,1.0
2021-03-06,48895.0,1.0
2021-03-07,51031.2,1.0
2021-03-08,52395.0,1.0
2021-03-09,54949.4,1.0
2021-03-10,55955.2,1.0
2021-03-11,57869.0,1.0
2021-03-12,57315.0,1.0
2021-03-13,61207.0,1.0
2021-03-14,59005.0,1.0
2021-03-15,55644.0,1.0
2021-03-16,56924.0,1.0
2021-03-17,58870.0,1.0
2021-03-18,57640.0,1.0
2021-03-19,58074.0,1.0
2021-03-20,58087.0,1.0
2021-03-21,57368.0,1.0
2021-03-22,54074.0,0.5
2021-03-23,54331.0,0.5
2021-03-24,52347.2,0.5
2021-03-25,51363.0,0.5
2021-03-26,54992.9,0.5
2021-03-27,55886.0,0.5
2021-03-28,55773.0,1.0
2021-03-29,57672.3,1.0
2021-03-30,58841.0,1.0
2021-03-31,58796.0,1.0
2021-04-01,58727.4,1.0
2021-04-02,58959.0,1.0
2021-04-03,57023.0,1.0
2021-04-04,58240.0,1.0
2021-04-05,59145.0,1.0
2021-04-06,57991.0,1.0
2021-04-07,55960.0,0.5
2021-04-08,58110.0,1.0
2021-04-09,58114.0,1.0
2021-04-10,59823.8,1.0
2021-04-11,60034.8,1.0
2021-04-12,59900.0,1.0
2021-04-13,63518.0,1.0
2021-04-14,62942.7,1.0
2021-04-15,63196.0,1.0
2021-04-16,61325.0,1.0
2021-04-17,59970.0,1.0
2021-04-18,56163.0,0.5
2021-04-19,55639.0,0.5
2021-04-20,56476.0,0.5
2021-04-21,53822.0,0.0
2021-04-22,51781.3,0.0
2021-04-23,51139.0,0.0
2021-04-24,50167.0,0.0
2021-04-25,49116.3,0.0
2021-04-26,54103.0,0.0
2021-04-27,55044.0,0.0
2021-04-28,54860.0,0.0
2021-04-29,53566.0,0.0
2021-04-30,57637.0,0.5
2021-05-01,57774.0,0.5
2021-05-02,56605.0,0.5
2021-05-03,57147.0,1.0
2021-05-04,53264.0,0.0
2021-05-05,57477.0,0.5
2021-05-06,56451.0,1.0
2021-05-07,57349.0,1.0
2021-05-08,58894.0,1.0
2021-05-09,58276.0,1.0
2021-05-10,55851.0,1.0
2021-05-11,56715.0,1.0
2021-05-12,49725.0,0.0
2021-05-13,49747.0,-0.5
2021-05-14,49917.0,-0.5
2021-05-15,46784.9,-0.5
2021-05-16,46582.9,-0.5
2021-05-17,43544.0,-1.0
2021-05-18,42935.0,-1.0
2021-05-19,36755.0,-1.0
2021-05-20,40578.0,-1.0
2021-05-21,37415.0,-1.0
2021-05-22,37585.0,-1.0
2021-05-23,34730.3,-1.0
2021-05-24,38772.9,-1.0
2021-05-25,38363.0,-1.0
2021-05-26,39301.0,-1.0
2021-05-27,38435.0,-1.0
2021-05-28,35667.0,-1.0
2021-05-29,34570.0,-1.0
2021-05-30,35615.0,-1.0
2021-05-31,37305.0,-1.0
2021-06-01,36672.6,-1.0
2021-06-02,37590.0,-1.0
2021-06-03,39209.0,-1.0
2021-06-04,36854.0,-1.0
2021-06-05,35543.0,-1.0
2021-06-06,35782.0,-1.0
2021-06-07,33596.0,-1.0
2021-06-08,33415.0,-1.0
2021-06-09,37347.0,-1.0
2021-06-10,36649.2,-1.0
2021-06-11,37338.0,-1.0
2021-06-12,35531.0,-1.0
2021-06-13,39004.0,-0.5
2021-06-14,40500.0,-0.5
2021-06-15,40139.0,-0.5
2021-06-16,38332.0,-0.5
2021-06-17,38061.0,-0.5
2021-06-18,35802.0,-1.0
2021-06-19,35585.8,-1.0
2021-06-20,35631.0,-1.0
2021-06-21,31761.0,-1.0
2021-06-22,32553.0,-1.0
2021-06-23,33703.0,-1.0
2021-06-24,34656.6,-1.0
2021-06-25,31584.0,-1.0
2021-06-26,32359.0,-1.0
2021-06-27,34717.0,-1.0
2021-06-28,34484.0,-1.0
2021-06-29,35895.9,-0.5
2021-06-30,35043.5,-0.5
2021-07-01,33554.4,-1.0
2021-07-02,33816.0,-1.0
2021-07-03,34758.0,-1.0
2021-07-04,35289.0,-0.5
2021-07-05,33668.0,-1.0
2021-07-06,34140.0,-1.0
2021-07-07,33886.0,-1.0
2021-07-08,32873.9,-1.0
2021-07-09,33769.0,-1.0
2021-07-10,33506.0,-1.0
2021-07-11,34239.0,-1.0
2021-07-12,33090.0,-1.0
2021-07-13,32727.0,-1.0
2021-07-14,32822.6,-1.0
2021-07-15,31857.0,-1.0
2021-07-16,31429.0,-1.0
2021-07-17,31559.0,-1.0
2021-07-18,31824.0,-1.0
2021-07-19,30847.0,-1.0
2021-07-20,29806.1,-1.0
2021-07-21,32141.0,-1.0
2021-07-22,32320.0,-1.0
2021-07-23,33597.1,-0.5
2021-07-24,33845.0,-0.5
2021-07-25,35407.0,-0.5
2021-07-26,37296.0,0.0
2021-07-27,39563.0,0.0
2021-07-28,40004.0,0.0
2021-07-29,40041.0,0.0
2021-07-30,42169.0,0.0
2021-07-31,41409.0,0.5
2021-08-01,39922.0,0.5
2021-08-02,39156.0,0.5
2021-08-03,38207.0,0.5
2021-08-04,39754.0,0.5
2021-08-05,40887.0,0.5
2021-08-06,42830.0,0.5
2021-08-07,44589.0,0.5
2021-08-08,43770.0,0.5
2021-08-09,46293.0,0.5
2021-08-10,45612.0,0.5
2021-08-11,45546.0,0.5
2021-08-12,44423.0,0.5
2021-08-13,47842.0,0.5
2021-08-14,47084.0,0.5
2021-08-15,47031.0,0.5
2021-08-16,45940.0,0.5
2021-08-17,44698.0,0.5
2021-08-18,44744.0,0.5
2021-08-19,46765.0,0.5
2021-08-20,49332.0,0.5
2021-08-21,48868.0,1.0
2021-08-22,49264.0,1.0
2021-08-23,49539.0,1.0
2021-08-24,47714.0,1.0
2021-08-25,48989.0,1.0
2021-08-26,46832.0,1.0
2021-08-27,49076.1,1.0
2021-08-28,48914.0,1.0
2021-08-29,48800.0,1.0
2021-08-30,47008.0,1.0
2021-08-31,47157.0,0.5
2021-09-01,48844.0,1.0
2021-09-02,49291.0,1.0
2021-09-03,50000.0,1.0
