price_date,price_value
2021-11-17 00:00:00,120.25
2021-11-18 00:00:00,120.25
2021-11-19 00:00:00,120.25
2021-11-22 00:00:00,120.25
2021-11-23 00:00:00,120.25
2021-11-24 00:00:00,120.25
2021-11-25 00:00:00,120.25
2021-11-26 00:00:00,120.25
2021-11-29 00:00:00,120.25
2021-11-30 00:00:00,120.25
2021-12-01 00:00:00,120.25
2021-12-02 00:00:00,119.75
2021-12-03 00:00:00,119.75
2021-12-06 00:00:00,119.75
2021-12-07 00:00:00,119.75
2021-12-08 00:00:00,119.75
2021-12-09 00:00:00,119.75
2021-12-10 00:00:00,119.75
2021-12-13 00:00:00,119.75
2021-12-14 00:00:00,119.75
2021-12-15 00:00:00,119.75
2021-12-16 00:00:00,119.75
2021-12-17 00:00:00,119.75
2021-12-20 00:00:00,119.75
2021-12-21 00:00:00,119.75
2021-12-22 00:00:00,119.75
2021-12-23 00:00:00,119.75
2021-12-28 00:00:00,119.75
2021-12-29 00:00:00,119.75
2021-12-30 00:00:00,119.75
2021-12-31 00:00:00,119.75
2022-01-03 00:00:00,119.75
2022-01-04 00:00:00,119.75
2022-01-05 00:00:00,121.63
2022-01-06 00:00:00,121.63
2022-01-07 00:00:00,121.63
2022-01-10 00:00:00,121.63
2022-01-11 00:00:00,121.63
2022-01-12 00:00:00,121.63
2022-01-13 00:00:00,121.63
2022-01-14 00:00:00,121.63
2022-01-17 00:00:00,121.63
2022-01-18 00:00:00,121.63
2022-01-19 00:00:00,121.63
2022-01-20 00:00:00,117
2022-01-21 00:00:00,117
2022-01-24 00:00:00,117
2022-01-25 00:00:00,117
2022-01-26 00:00:00,117
2022-01-27 00:00:00,117
2022-01-28 00:00:00,117
2022-01-31 00:00:00,117
2022-02-02 00:00:00,117
2022-02-03 00:00:00,117
2022-02-04 00:00:00,115.75
2022-02-07 00:00:00,115.75
2022-02-08 00:00:00,115.75
2022-02-09 00:00:00,113.25
2022-02-10 00:00:00,113.25
2022-02-11 00:00:00,113.25
2022-02-14 00:00:00,114.5
2022-02-15 00:00:00,113.25
2022-02-16 00:00:00,113
2022-02-17 00:00:00,113
2022-02-18 00:00:00,113
2022-02-21 00:00:00,113
2022-02-22 00:00:00,113
2022-02-23 00:00:00,113
2022-02-24 00:00:00,113
2022-02-25 00:00:00,113
2022-03-01 00:00:00,111.5
2022-03-02 00:00:00,111.5
2022-03-04 00:00:00,111.5
2022-03-07 00:00:00,111.5
2022-03-08 00:00:00,111.5
2022-03-09 00:00:00,111.5
2022-03-10 00:00:00,111.5
2022-03-11 00:00:00,111.5
2022-03-14 00:00:00,111.5
2022-03-15 00:00:00,111.5
2022-03-16 00:00:00,111.5
2022-03-17 00:00:00,111.5
2022-03-18 00:00:00,111.5
2022-03-21 00:00:00,111.5
2022-03-22 00:00:00,111.5
2022-03-23 00:00:00,111.5
2022-03-24 00:00:00,111.5
2022-03-25 00:00:00,111.5
2022-03-28 00:00:00,111.5
2022-03-29 00:00:00,111.5
2022-03-30 00:00:00,111.5
2022-03-31 00:00:00,111.5
2022-04-01 00:00:00,111.5
2022-04-04 00:00:00,111.5
2022-04-05 00:00:00,111.5
2022-04-06 00:00:00,111.5
2022-04-07 00:00:00,111.5
2022-04-08 00:00:00,111.5
2022-04-11 00:00:00,111.5
2022-04-12 00:00:00,111.5
2022-04-13 00:00:00,111.5
2022-04-14 00:00:00,111.5
2022-04-18 00:00:00,111.5
2022-04-19 00:00:00,111.5
2022-04-20 00:00:00,111.5
2022-04-21 00:00:00,111.5
2022-04-22 00:00:00,111.5
2022-04-25 00:00:00,111.5
2022-04-26 00:00:00,111.5
2022-04-27 00:00:00,111.5
2022-04-28 00:00:00,111.5
2022-05-09 00:00:00,111.5
2022-05-10 00:00:00,111.5
2022-05-11 00:00:00,111.5
2022-05-12 00:00:00,111.5
2022-05-13 00:00:00,95
2022-05-17 00:00:00,95
2022-05-18 00:00:00,95
2022-05-19 00:00:00,95
2022-05-20 00:00:00,95
2022-05-23 00:00:00,95
2022-05-24 00:00:00,97.25
2022-05-25 00:00:00,97.25
2022-05-27 00:00:00,97.25
2022-05-30 00:00:00,97.25
2022-05-31 00:00:00,100.75
2022-06-02 00:00:00,100.75
2022-06-03 00:00:00,99.35
2022-06-06 00:00:00,99.35
2022-06-07 00:00:00,99.35
2022-06-08 00:00:00,100.1
2022-06-09 00:00:00,100.1
2022-06-10 00:00:00,97.4
2022-06-13 00:00:00,95.5
2022-06-14 00:00:00,95.5
2022-06-15 00:00:00,95.5
2022-06-16 00:00:00,95.5
2022-06-17 00:00:00,95.5
2022-06-20 00:00:00,95.5
2022-06-21 00:00:00,95.5
2022-06-22 00:00:00,95.35
2022-06-23 00:00:00,95.35
2022-06-24 00:00:00,95.6
2022-06-27 00:00:00,95.6
2022-06-28 00:00:00,95.6
2022-06-29 00:00:00,96.6
2022-06-30 00:00:00,96.1
2022-07-01 00:00:00,94.6
2022-07-04 00:00:00,94.6
2022-07-05 00:00:00,94.6
2022-07-06 00:00:00,94.6
2022-07-07 00:00:00,94.6
2022-07-08 00:00:00,94.75
2022-07-11 00:00:00,94.75
2022-07-12 00:00:00,94.6
2022-07-13 00:00:00,94.6
2022-07-14 00:00:00,94.6
2022-07-15 00:00:00,94.48
2022-07-18 00:00:00,94.1
2022-07-19 00:00:00,94.1
2022-07-20 00:00:00,93.98
2022-07-21 00:00:00,94.85
2022-07-22 00:00:00,95.1
2022-07-25 00:00:00,95.1
2022-07-26 00:00:00,97.1
2022-07-27 00:00:00,97.6
2022-07-28 00:00:00,98.35
2022-07-29 00:00:00,98.95
2022-08-01 00:00:00,100.75
2022-08-02 00:00:00,101.1
2022-08-03 00:00:00,101.6
2022-08-04 00:00:00,101.1
2022-08-05 00:00:00,101.75
2022-08-08 00:00:00,101
2022-08-09 00:00:00,101
2022-08-10 00:00:00,101
2022-08-11 00:00:00,103
2022-08-12 00:00:00,103
2022-08-15 00:00:00,103
2022-08-16 00:00:00,103
2022-08-18 00:00:00,100.35
2022-08-19 00:00:00,100.35
2022-08-22 00:00:00,99.5
2022-08-23 00:00:00,99.5
2022-08-24 00:00:00,101.5
2022-08-25 00:00:00,101.5
2022-08-26 00:00:00,101.5
2022-08-29 00:00:00,101.5
2022-08-30 00:00:00,101.5
2022-08-31 00:00:00,101.5
2022-09-01 00:00:00,101.5
2022-09-02 00:00:00,101.5
2022-09-05 00:00:00,96.4
2022-09-06 00:00:00,96.1
2022-09-07 00:00:00,94.5
2022-09-08 00:00:00,95.85
2022-09-09 00:00:00,96.95
2022-09-12 00:00:00,96.45
2022-09-13 00:00:00,96.45
2022-09-14 00:00:00,97.05
2022-09-15 00:00:00,97
2022-09-16 00:00:00,96
2022-09-19 00:00:00,95.5
2022-09-20 00:00:00,95
2022-09-21 00:00:00,95.65
2022-09-22 00:00:00,93.75
2022-09-23 00:00:00,92
2022-09-26 00:00:00,91.5
2022-09-27 00:00:00,89.35
2022-09-28 00:00:00,87
2022-09-29 00:00:00,87
2022-09-30 00:00:00,85.5
2022-10-03 00:00:00,86.38
2022-10-04 00:00:00,88
2022-10-05 00:00:00,88
2022-10-06 00:00:00,88.5
2022-10-07 00:00:00,88.5
2022-10-10 00:00:00,87
2022-10-11 00:00:00,86
2022-10-12 00:00:00,85.5
2022-10-13 00:00:00,85.25
2022-10-14 00:00:00,85.25
2022-10-17 00:00:00,85.5
2022-10-18 00:00:00,84.5
2022-10-19 00:00:00,85
2022-10-20 00:00:00,84
2022-10-21 00:00:00,83
2022-10-24 00:00:00,83
2022-10-25 00:00:00,83
2022-10-26 00:00:00,83
2022-10-27 00:00:00,86.75
2022-10-28 00:00:00,87.4
2022-10-31 00:00:00,87.5
2022-11-01 00:00:00,87.6
2022-11-02 00:00:00,87.75
2022-11-03 00:00:00,87.6
2022-11-04 00:00:00,87.6
2022-11-07 00:00:00,87.6
2022-11-08 00:00:00,88
2022-11-09 00:00:00,87.75
2022-11-10 00:00:00,87.75
2022-11-11 00:00:00,87.75
2022-11-14 00:00:00,92
2022-11-15 00:00:00,91.75
2022-11-16 00:00:00,91.75
2022-11-17 00:00:00,93.75
2022-11-18 00:00:00,92.5
2022-11-21 00:00:00,92.5
2022-11-22 00:00:00,91.75
2022-11-23 00:00:00,93
2022-11-24 00:00:00,94
2022-11-25 00:00:00,95
2022-11-28 00:00:00,95.75
2022-11-29 00:00:00,96.25
2022-11-30 00:00:00,96.75
2022-11-30 00:00:00,96.75
2022-12-01 00:00:00,96.75
2022-12-02 00:00:00,97.5
2022-12-05 00:00:00,97.5
2022-12-07 00:00:00,97.3
2022-12-08 00:00:00,97.75
2022-12-09 00:00:00,98.5
2022-12-12 00:00:00,98.5
2022-12-13 00:00:00,98.5
2022-12-14 00:00:00,98.45
2022-12-15 00:00:00,98.5
2022-12-16 00:00:00,98.25
2022-12-19 00:00:00,98.25
2022-12-20 00:00:00,98.25
2022-12-21 00:00:00,97
2022-12-22 00:00:00,96.6
2022-12-23 00:00:00,97.2
2022-12-26 00:00:00,97
2022-12-27 00:00:00,97
2022-12-28 00:00:00,96.75
2022-12-29 00:00:00,96.75
2022-12-30 00:00:00,96.65
2023-01-02 00:00:00,96.65
2023-01-03 00:00:00,95.75
2023-01-04 00:00:00,95.25
2023-01-05 00:00:00,95.75
2023-01-06 00:00:00,95.25
2023-01-09 00:00:00,95.75
2023-01-10 00:00:00,96.25
2023-01-11 00:00:00,95.75
2023-01-12 00:00:00,95.75
2023-01-13 00:00:00,95.75
2023-01-16 00:00:00,97.3
2023-01-17 00:00:00,96.75
2023-01-18 00:00:00,97.75
2023-01-19 00:00:00,97.75
2023-01-20 00:00:00,100
2023-01-24 00:00:00,99.9
2023-01-25 00:00:00,99.9
2023-01-26 00:00:00,100.5
2023-01-27 00:00:00,100.65
2023-01-30 00:00:00,100.65
2023-01-31 00:00:00,99.5
2023-02-01 00:00:00,99.75
2023-02-02 00:00:00,101.5
2023-02-03 00:00:00,102.45
2023-02-06 00:00:00,101
2023-02-07 00:00:00,99.75
2023-02-08 00:00:00,99.5
2023-02-09 00:00:00,99.1
2023-02-10 00:00:00,98.5
2023-02-13 00:00:00,97
2023-02-14 00:00:00,97.5
2023-02-15 00:00:00,97.5
2023-02-16 00:00:00,96
2023-02-17 00:00:00,96
2023-02-20 00:00:00,94.75
2023-02-21 00:00:00,95.15
2023-02-22 00:00:00,94
2023-02-23 00:00:00,95.1
2023-02-24 00:00:00,96.65
2023-02-27 00:00:00,96.4
2023-02-28 00:00:00,97
2023-03-01 00:00:00,96.75
2023-03-02 00:00:00,96.25
2023-03-03 00:00:00,96.25
2023-03-06 00:00:00,96.25
2023-03-07 00:00:00,96
2023-03-08 00:00:00,96
2023-03-09 00:00:00,96.25
2023-03-10 00:00:00,96.25
2023-03-13 00:00:00,96.25
2023-03-14 00:00:00,97.5
2023-03-15 00:00:00,97.5
2023-03-16 00:00:00,98.55
2023-03-17 00:00:00,98.5
2023-03-20 00:00:00,97.9
2023-03-21 00:00:00,98.5
2023-03-24 00:00:00,98.65
2023-03-27 00:00:00,98.5
2023-03-28 00:00:00,98.5
2023-03-29 00:00:00,97.4
2023-03-30 00:00:00,97.55
2023-03-31 00:00:00,98.15
2023-04-03 00:00:00,98.5
2023-04-04 00:00:00,99.75
2023-04-05 00:00:00,99.75
2023-04-06 00:00:00,100.5
2023-04-10 00:00:00,100.5
2023-04-11 00:00:00,100.25
2023-04-12 00:00:00,100.4
2023-04-13 00:00:00,100.5
2023-04-14 00:00:00,100.5
2023-04-17 00:00:00,100
2023-04-18 00:00:00,99.75
2023-04-27 00:00:00,99.75
2023-04-28 00:00:00,99.5
2023-05-02 00:00:00,99.35
2023-05-03 00:00:00,99.75
2023-05-04 00:00:00,100.75
2023-05-05 00:00:00,100.65
2023-05-08 00:00:00,100.45
2023-05-09 00:00:00,100
2023-05-10 00:00:00,99.75
2023-05-11 00:00:00,100
2023-05-11 00:00:00,100
2023-05-15 00:00:00,99.75
2023-05-16 00:00:00,99.25
2023-05-17 00:00:00,99.15
2023-05-19 00:00:00,98.15
2023-05-22 00:00:00,98
2023-05-23 00:00:00,97.5
2023-05-24 00:00:00,97.65
2023-05-25 00:00:00,97.5
2023-05-26 00:00:00,97.25
2023-05-29 00:00:00,97.25
2023-05-30 00:00:00,98
2023-05-31 00:00:00,98.75
2023-06-05 00:00:00,98.25
2023-06-06 00:00:00,98.35
2023-06-07 00:00:00,98.75
2023-06-08 00:00:00,98.25
2023-06-09 00:00:00,98.4
2023-06-12 00:00:00,98.4
2023-06-13 00:00:00,98.2
2023-06-14 00:00:00,98.35
2023-06-15 00:00:00,98.75
2023-06-15 00:00:00,98.75
2023-06-19 00:00:00,99.5
2023-06-20 00:00:00,99.25
2023-06-21 00:00:00,99.5
2023-06-22 00:00:00,100
2023-06-23 00:00:00,99.7
2023-06-26 00:00:00,100
2023-06-27 00:00:00,100
2023-07-03 00:00:00,99.5
2023-07-04 00:00:00,99.6
2023-07-05 00:00:00,100
2023-07-06 00:00:00,99.4
2023-07-07 00:00:00,98.5
2023-07-10 00:00:00,97.5
2023-07-11 00:00:00,97.15
2023-07-12 00:00:00,98
2023-07-13 00:00:00,99
2023-07-14 00:00:00,99.75
2023-07-17 00:00:00,99.25
2023-07-20 00:00:00,99.75
2023-07-21 00:00:00,99.25
2023-07-24 00:00:00,99.5
2023-07-25 00:00:00,99.4
2023-07-26 00:00:00,99.4
2023-07-27 00:00:00,100.3
2023-07-28 00:00:00,99.5
2023-07-31 00:00:00,99.4
2023-08-01 00:00:00,99.5
2023-08-02 00:00:00,97.75
2023-08-03 00:00:00,96.25
2023-08-04 00:00:00,96.25
2023-08-07 00:00:00,97
2023-08-08 00:00:00,97
2023-08-08 00:00:00,97
2023-08-10 00:00:00,98
2023-08-11 00:00:00,97
2023-08-14 00:00:00,96.25
2023-08-15 00:00:00,95.6
2023-08-16 00:00:00,95
2023-08-18 00:00:00,94
2023-08-21 00:00:00,93.35
2023-08-22 00:00:00,92.75
2023-08-23 00:00:00,94.35
2023-08-24 00:00:00,95.5
2023-08-25 00:00:00,95.4
2023-08-28 00:00:00,95.2
2023-08-29 00:00:00,95.5
2023-08-30 00:00:00,96.75
2023-08-31 00:00:00,96.5
2023-09-01 00:00:00,96.6
2023-09-04 00:00:00,96.4
2023-09-05 00:00:00,95.9
2023-09-06 00:00:00,95
2023-09-07 00:00:00,94.75
2023-09-08 00:00:00,96.5
2023-09-11 00:00:00,94.75
2023-09-12 00:00:00,94
2023-09-13 00:00:00,93.9
2023-09-14 00:00:00,94.75
2023-09-14 00:00:00,94.75
2023-09-18 00:00:00,93.5
2023-09-19 00:00:00,93.6
2023-09-20 00:00:00,93.25
2023-09-21 00:00:00,92.5
2023-09-22 00:00:00,91.5
2023-09-25 00:00:00,91.9
2023-09-26 00:00:00,90.75
2023-09-27 00:00:00,90.65
2023-09-29 00:00:00,90.4
2023-10-02 00:00:00,90.25
2023-10-03 00:00:00,89.6
2023-10-03 00:00:00,89.6
2023-10-04 00:00:00,86.3
2023-10-05 00:00:00,88.5
2023-10-09 00:00:00,87.75
2023-10-10 00:00:00,88.8
2023-10-11 00:00:00,89.25
2023-10-12 00:00:00,89.35
2023-10-13 00:00:00,88.75
2023-10-16 00:00:00,88.5
2023-10-17 00:00:00,88
2023-10-18 00:00:00,87.25
2023-10-20 00:00:00,85.85
2023-10-23 00:00:00,84.5
2023-10-23 00:00:00,84.5
2023-10-25 00:00:00,87.3
2023-10-25 00:00:00,87.3
2023-10-26 00:00:00,85.25
2023-10-27 00:00:00,86.65
2023-10-27 00:00:00,86.65
2023-10-31 00:00:00,86.2
2023-10-31 00:00:00,86.2
2023-10-31 00:00:00,86.2
2023-10-31 00:00:00,86.2
2023-11-07 00:00:00,89.75
2023-11-08 00:00:00,90.45
2023-11-09 00:00:00,91.15
2023-11-10 00:00:00,89.8
2023-11-13 00:00:00,89.9
2023-11-14 00:00:00,90.5
2023-11-14 00:00:00,90.5
2023-11-14 00:00:00,90.5
2023-11-14 00:00:00,90.5
2023-11-15 00:00:00,92.25
2023-11-16 00:00:00,91.75
2023-11-16 00:00:00,91.75
2023-11-20 00:00:00,92.25
2023-11-20 00:00:00,92.25
2023-11-22 00:00:00,93.25
2023-11-23 00:00:00,93.5
2023-11-24 00:00:00,93.65
2023-11-27 00:00:00,93.25
2023-11-28 00:00:00,94
2023-11-29 00:00:00,94.85
2023-11-30 00:00:00,95.5
2023-12-01 00:00:00,95.75
2023-12-04 00:00:00,96.25
2023-12-05 00:00:00,96.25
2023-12-06 00:00:00,97.4
2023-12-07 00:00:00,99
2023-12-08 00:00:00,98.5
2023-12-11 00:00:00,98
2023-12-12 00:00:00,97.8
2023-12-13 00:00:00,98.4
2023-12-14 00:00:00,101.6
2023-12-15 00:00:00,102
2023-12-15 00:00:00,102
2023-12-19 00:00:00,102.5
2023-12-20 00:00:00,102.3
2023-12-21 00:00:00,102.85
2023-12-22 00:00:00,102.75
2023-12-27 00:00:00,103
2023-12-28 00:00:00,103.4
2023-12-29 00:00:00,103.75
2024-01-02 00:00:00,103.5
2024-01-03 00:00:00,100.5
2024-01-03 00:00:00,100.5
2024-01-05 00:00:00,98.55
2024-01-08 00:00:00,96.65
2024-01-09 00:00:00,97.4
2024-01-10 00:00:00,97.5
2024-01-11 00:00:00,98.4
2024-01-12 00:00:00,98.75
2024-01-15 00:00:00,99.15
2024-01-16 00:00:00,99
2024-01-17 00:00:00,98
2024-01-18 00:00:00,97.25
2024-01-19 00:00:00,96.55
2024-01-22 00:00:00,97.65
2024-01-23 00:00:00,97.5
2024-01-24 00:00:00,96.85
2024-01-25 00:00:00,96.45
2024-01-26 00:00:00,96.7
2024-01-29 00:00:00,96.75
2024-01-30 00:00:00,97.75
2024-01-31 00:00:00,98
2024-01-31 00:00:00,98
2024-02-02 00:00:00,99.15
2024-02-05 00:00:00,97.9
2024-02-06 00:00:00,96.95
2024-02-07 00:00:00,97.65
2024-02-12 00:00:00,97.45
2024-02-13 00:00:00,97.4
2024-02-15 00:00:00,97
2024-02-16 00:00:00,96.8
2024-02-19 00:00:00,96.65
2024-02-20 00:00:00,96.55
2024-02-21 00:00:00,96.6
2024-02-22 00:00:00,96.55
2024-02-23 00:00:00,96.65
2024-02-26 00:00:00,97.4
2024-02-27 00:00:00,97.15
2024-02-28 00:00:00,96.9
2024-02-29 00:00:00,96.9
2024-03-01 00:00:00,97.4
2024-03-04 00:00:00,97.75
2024-03-05 00:00:00,97.4
2024-03-06 00:00:00,97.75
2024-03-07 00:00:00,98
2024-03-08 00:00:00,98.5
2024-03-13 00:00:00,98.35
2024-03-14 00:00:00,98.15
2024-03-15 00:00:00,97.15
2024-03-18 00:00:00,97.25
2024-03-19 00:00:00,97.15
2024-03-20 00:00:00,97.15
2024-03-21 00:00:00,97.4
2024-03-22 00:00:00,98.15
2024-03-25 00:00:00,98.85
2024-03-26 00:00:00,98.75
2024-03-27 00:00:00,98.6
2024-03-28 00:00:00,98.75
2024-04-01 00:00:00,98.85
2024-04-02 00:00:00,98
2024-04-02 00:00:00,98
2024-04-04 00:00:00,97.4
2024-04-05 00:00:00,97.5
2024-04-16 00:00:00,93.8
2024-04-17 00:00:00,93.5
2024-04-18 00:00:00,94.35
2024-04-19 00:00:00,94.3
2024-04-22 00:00:00,93.65
2024-04-23 00:00:00,93.9
2024-04-24 00:00:00,94
2024-04-25 00:00:00,93.35
2024-04-26 00:00:00,92.85
2024-04-29 00:00:00,92.5
2024-04-30 00:00:00,93.45
2024-05-02 00:00:00,93.35
2024-05-03 00:00:00,93.95
2024-05-03 00:00:00,93.95
2024-05-07 00:00:00,95.4
2024-05-08 00:00:00,96.1
2024-05-13 00:00:00,95.75
2024-05-14 00:00:00,95.65
2024-05-15 00:00:00,95.8
2024-05-16 00:00:00,97.45
2024-05-17 00:00:00,97.25
2024-05-20 00:00:00,96.95
2024-05-21 00:00:00,96.65
2024-05-22 00:00:00,96.9
2024-05-27 00:00:00,96.25
2024-05-28 00:00:00,96.3
2024-05-29 00:00:00,95.4
2024-05-30 00:00:00,94.65
2024-05-31 00:00:00,95.25
2024-06-03 00:00:00,95.75
2024-06-03 00:00:00,95.75
2024-06-05 00:00:00,97.25
2024-06-06 00:00:00,97.5
2024-06-07 00:00:00,97.55
2024-06-10 00:00:00,96.65
2024-06-11 00:00:00,96.3
2024-06-12 00:00:00,96.7
2024-06-13 00:00:00,97.45
2024-06-13 00:00:00,97.45
2024-06-19 00:00:00,97.6
2024-06-20 00:00:00,97.45
2024-06-21 00:00:00,97.25
2024-06-24 00:00:00,97.5
2024-06-25 00:00:00,97.5
2024-06-26 00:00:00,97.25
2024-06-27 00:00:00,96.35
2024-06-28 00:00:00,96.6
2024-07-01 00:00:00,95.9
2024-07-02 00:00:00,94.9
2024-07-02 00:00:00,94.9
2024-07-04 00:00:00,94.85
2024-07-05 00:00:00,95.4
2024-07-08 00:00:00,96.1
2024-07-09 00:00:00,96.3
2024-07-10 00:00:00,96.2
2024-07-11 00:00:00,96.2
2024-07-12 00:00:00,96.95
2024-07-15 00:00:00,96.7
2024-07-16 00:00:00,96.75
2024-07-17 00:00:00,97
2024-07-18 00:00:00,97
2024-07-19 00:00:00,96.65
2024-07-22 00:00:00,96.65
2024-07-23 00:00:00,96.7
2024-07-24 00:00:00,96.65
2024-07-25 00:00:00,96.2
2024-07-26 00:00:00,96.25
2024-07-29 00:00:00,96.75
2024-07-30 00:00:00,96.7
2024-07-31 00:00:00,97.1
2024-08-01 00:00:00,97.95
2024-08-02 00:00:00,98.4
2024-08-05 00:00:00,99.3
2024-08-06 00:00:00,99.2
2024-08-07 00:00:00,98.7
2024-08-08 00:00:00,98.45
2024-08-09 00:00:00,98.45
2024-08-12 00:00:00,98.55
2024-08-13 00:00:00,98.85
2024-08-14 00:00:00,99.6
2024-08-15 00:00:00,100.15
2024-08-16 00:00:00,100
2024-08-19 00:00:00,100.5
2024-08-20 00:00:00,100.8
2024-08-21 00:00:00,101.45
2024-08-22 00:00:00,101.65
2024-08-23 00:00:00,101.35
2024-08-26 00:00:00,102.15
